"Código","Unidade Territorial","UF","Referência","Taxa de Atualização Cadastral (TAC) para cálculo do Índice de Gestão Descentralizada do Município (IGD-M)"
"412140","REALEZA","PR","12/2020","78.18"
"412150","REBOUÇAS","PR","12/2020","84.36"
"412160","RENASCENÇA","PR","12/2020","83.64"
"412170","RESERVA","PR","12/2020","85.53"
"412175","RESERVA DO IGUAÇU","PR","12/2020","85.68"
"412180","RIBEIRÃO CLARO","PR","12/2020","87.51"
"412190","RIBEIRÃO DO PINHAL","PR","12/2020","93.07"
"412200","RIO AZUL","PR","12/2020","81.76"
"412210","RIO BOM","PR","12/2020","87.74"
"412215","RIO BONITO DO IGUAÇU","PR","12/2020","73.86"
"412217","RIO BRANCO DO IVAÍ","PR","12/2020","89.74"
"412220","RIO BRANCO DO SUL","PR","12/2020","86.78"
"412230","RIO NEGRO","PR","12/2020","88.50"
"412240","ROLÂNDIA","PR","12/2020","85.89"
"412250","RONCADOR","PR","12/2020","89.89"
"412260","RONDON","PR","12/2020","83.48"
"412265","ROSÁRIO DO IVAÍ","PR","12/2020","85.03"
"412270","SABÁUDIA","PR","12/2020","86.91"
"412280","SALGADO FILHO","PR","12/2020","80.59"
"412290","SALTO DO ITARARÉ","PR","12/2020","91.69"
"412300","SALTO DO LONTRA","PR","12/2020","88.33"
"412310","SANTA AMÉLIA","PR","12/2020","88.81"
"412320","SANTA CECÍLIA DO PAVÃO","PR","12/2020","90.74"
"412330","SANTA CRUZ DE MONTE CASTELO","PR","12/2020","88.44"
"412340","SANTA FÉ","PR","12/2020","85.73"
"412350","SANTA HELENA","PR","12/2020","87.95"
"412360","SANTA INÊS","PR","12/2020","92.26"
"412370","SANTA ISABEL DO IVAÍ","PR","12/2020","85.58"
"412380","SANTA IZABEL DO OESTE","PR","12/2020","89.74"
"412382","SANTA LÚCIA","PR","12/2020","86.06"
"412385","SANTA MARIA DO OESTE","PR","12/2020","85.64"
"412390","SANTA MARIANA","PR","12/2020","90.09"
"412395","SANTA MÔNICA","PR","12/2020","91.00"
"412400","SANTANA DO ITARARÉ","PR","12/2020","88.70"
"412402","SANTA TEREZA DO OESTE","PR","12/2020","89.63"
"412405","SANTA TEREZINHA DE ITAIPU","PR","12/2020","86.54"
"412410","SANTO ANTÔNIO DA PLATINA","PR","12/2020","88.75"
"412420","SANTO ANTÔNIO DO CAIUÁ","PR","12/2020","94.42"
"412430","SANTO ANTÔNIO DO PARAÍSO","PR","12/2020","90.99"
"412440","SANTO ANTÔNIO DO SUDOESTE","PR","12/2020","84.81"
"412450","SANTO INÁCIO","PR","12/2020","91.79"
"412460","SÃO CARLOS DO IVAÍ","PR","12/2020","90.72"
"412470","SÃO JERÔNIMO DA SERRA","PR","12/2020","87.45"
"412480","SÃO JOÃO","PR","12/2020","85.45"
"412490","SÃO JOÃO DO CAIUÁ","PR","12/2020","94.54"
"412500","SÃO JOÃO DO IVAÍ","PR","12/2020","89.49"
"412510","SÃO JOÃO DO TRIUNFO","PR","12/2020","75.07"
"412520","SÃO JORGE DOESTE","PR","12/2020","82.09"
"412530","SÃO JORGE DO IVAÍ","PR","12/2020","90.65"
"412535","SÃO JORGE DO PATROCÍNIO","PR","12/2020","88.66"
"412540","SÃO JOSÉ DA BOA VISTA","PR","12/2020","87.63"
"412545","SÃO JOSÉ DAS PALMEIRAS","PR","12/2020","88.76"
"412550","SÃO JOSÉ DOS PINHAIS","PR","12/2020","81.73"
"412555","SÃO MANOEL DO PARANÁ","PR","12/2020","94.76"
"412560","SÃO MATEUS DO SUL","PR","12/2020","85.50"
"412570","SÃO MIGUEL DO IGUAÇU","PR","12/2020","87.32"
"412575","SÃO PEDRO DO IGUAÇU","PR","12/2020","92.30"
"412580","SÃO PEDRO DO IVAÍ","PR","12/2020","88.30"
"412590","SÃO PEDRO DO PARANÁ","PR","12/2020","97.74"
"412600","SÃO SEBASTIÃO DA AMOREIRA","PR","12/2020","90.17"
"412610","SÃO TOMÉ","PR","12/2020","89.32"
"412620","SAPOPEMA","PR","12/2020","88.03"
"412625","SARANDI","PR","12/2020","80.98"
"412627","SAUDADE DO IGUAÇU","PR","12/2020","88.26"
"412630","SENGÉS","PR","12/2020","88.44"
"412635","SERRANÓPOLIS DO IGUAÇU","PR","12/2020","85.60"
"412640","SERTANEJA","PR","12/2020","89.03"
"412650","SERTANÓPOLIS","PR","12/2020","88.08"
"412660","SIQUEIRA CAMPOS","PR","12/2020","77.57"
"412665","SULINA","PR","12/2020","85.51"
"412667","TAMARANA","PR","12/2020","87.77"
"412670","TAMBOARA","PR","12/2020","94.79"
"412680","TAPEJARA","PR","12/2020","92.60"
"412690","TAPIRA","PR","12/2020","93.89"
"412700","TEIXEIRA SOARES","PR","12/2020","88.14"
"412710","TELÊMACO BORBA","PR","12/2020","84.12"
"412720","TERRA BOA","PR","12/2020","86.79"
"412730","TERRA RICA","PR","12/2020","88.35"
"412740","TERRA ROXA","PR","12/2020","85.42"
"412750","TIBAGI","PR","12/2020","86.47"
"412760","TIJUCAS DO SUL","PR","12/2020","87.17"
"412770","TOLEDO","PR","12/2020","87.28"
"412780","TOMAZINA","PR","12/2020","88.35"
"412785","TRÊS BARRAS DO PARANÁ","PR","12/2020","86.99"
"412788","TUNAS DO PARANÁ","PR","12/2020","88.98"
"412790","TUNEIRAS DO OESTE","PR","12/2020","91.58"
"412795","TUPÃSSI","PR","12/2020","80.59"
"412796","TURVO","PR","12/2020","83.61"
"412800","UBIRATÃ","PR","12/2020","86.63"
"412810","UMUARAMA","PR","12/2020","86.39"
"412820","UNIÃO DA VITÓRIA","PR","12/2020","85.30"
"412830","UNIFLOR","PR","12/2020","89.17"
"412840","URAÍ","PR","12/2020","88.69"
"412850","WENCESLAU BRAZ","PR","12/2020","85.34"
"412853","VENTANIA","PR","12/2020","79.09"
"412855","VERA CRUZ DO OESTE","PR","12/2020","90.31"
"412860","VERÊ","PR","12/2020","80.33"
"412862","ALTO PARAÍSO","PR","12/2020","84.46"
"412863","DOUTOR ULYSSES","PR","12/2020","88.59"
"412865","VIRMOND","PR","12/2020","88.48"
"412870","VITORINO","PR","12/2020","87.38"
"412880","XAMBRÊ","PR","12/2020","82.18"
"330010","ANGRA DOS REIS","RJ","12/2020","83.30"
"330015","APERIBÉ","RJ","12/2020","83.21"
"330020","ARARUAMA","RJ","12/2020","83.27"
"330022","AREAL","RJ","12/2020","82.31"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2020","85.29"
"330025","ARRAIAL DO CABO","RJ","12/2020","81.43"
"330030","BARRA DO PIRAÍ","RJ","12/2020","83.70"
"330040","BARRA MANSA","RJ","12/2020","85.92"
"330045","BELFORD ROXO","RJ","12/2020","80.81"
"330050","BOM JARDIM","RJ","12/2020","84.24"
"330060","BOM JESUS DO ITABAPOANA","RJ","12/2020","80.79"
"330070","CABO FRIO","RJ","12/2020","82.12"
"330080","CACHOEIRAS DE MACACU","RJ","12/2020","83.95"
"330090","CAMBUCI","RJ","12/2020","84.92"
"330093","CARAPEBUS","RJ","12/2020","87.70"
"330095","COMENDADOR LEVY GASPARIAN","RJ","12/2020","88.11"
"330100","CAMPOS DOS GOYTACAZES","RJ","12/2020","86.24"
"330110","CANTAGALO","RJ","12/2020","85.25"
"330115","CARDOSO MOREIRA","RJ","12/2020","85.49"
"330120","CARMO","RJ","12/2020","86.00"
"330130","CASIMIRO DE ABREU","RJ","12/2020","81.86"
"330140","CONCEIÇÃO DE MACABU","RJ","12/2020","82.84"
"330150","CORDEIRO","RJ","12/2020","87.56"
"330160","DUAS BARRAS","RJ","12/2020","89.09"
"330170","DUQUE DE CAXIAS","RJ","12/2020","82.73"
"330180","ENGENHEIRO PAULO DE FRONTIN","RJ","12/2020","88.09"
"330185","GUAPIMIRIM","RJ","12/2020","83.76"
"330187","IGUABA GRANDE","RJ","12/2020","83.28"
"330190","ITABORAÍ","RJ","12/2020","80.08"
"330200","ITAGUAÍ","RJ","12/2020","82.73"
"330205","ITALVA","RJ","12/2020","78.92"
"330210","ITAOCARA","RJ","12/2020","99.79"
"330220","ITAPERUNA","RJ","12/2020","82.92"
"330225","ITATIAIA","RJ","12/2020","84.36"
"330227","JAPERI","RJ","12/2020","84.00"
"330230","LAJE DO MURIAÉ","RJ","12/2020","88.85"
"330240","MACAÉ","RJ","12/2020","86.11"
"330245","MACUCO","RJ","12/2020","91.35"
"330250","MAGÉ","RJ","12/2020","86.50"
"330260","MANGARATIBA","RJ","12/2020","70.57"
"330270","MARICÁ","RJ","12/2020","80.86"
"330280","MENDES","RJ","12/2020","88.71"
"330285","MESQUITA","RJ","12/2020","80.41"
"330290","MIGUEL PEREIRA","RJ","12/2020","84.56"
"330300","MIRACEMA","RJ","12/2020","91.60"
"330310","NATIVIDADE","RJ","12/2020","84.66"
"330320","NILÓPOLIS","RJ","12/2020","81.78"
"330330","NITERÓI","RJ","12/2020","83.83"
"330340","NOVA FRIBURGO","RJ","12/2020","83.05"
"330350","NOVA IGUAÇU","RJ","12/2020","87.41"
"330360","PARACAMBI","RJ","12/2020","87.96"
"330370","PARAÍBA DO SUL","RJ","12/2020","88.01"
"330380","PARATY","RJ","12/2020","79.62"
"330385","PATY DO ALFERES","RJ","12/2020","84.12"
"330390","PETRÓPOLIS","RJ","12/2020","83.48"
"330395","PINHEIRAL","RJ","12/2020","85.61"
"330400","PIRAÍ","RJ","12/2020","81.95"
"330410","PORCIÚNCULA","RJ","12/2020","87.76"
"330411","PORTO REAL","RJ","12/2020","86.27"
"330412","QUATIS","RJ","12/2020","81.90"
"330414","QUEIMADOS","RJ","12/2020","75.83"
"330415","QUISSAMÃ","RJ","12/2020","89.26"
"330420","RESENDE","RJ","12/2020","87.59"
"330430","RIO BONITO","RJ","12/2020","84.07"
"330440","RIO CLARO","RJ","12/2020","88.20"
"330450","RIO DAS FLORES","RJ","12/2020","86.52"
"330452","RIO DAS OSTRAS","RJ","12/2020","85.16"
"330455","RIO DE JANEIRO","RJ","12/2020","79.65"
"330460","SANTA MARIA MADALENA","RJ","12/2020","82.90"
"330470","SANTO ANTÔNIO DE PÁDUA","RJ","12/2020","86.18"
"330475","SÃO FRANCISCO DE ITABAPOANA","RJ","12/2020","83.52"
"330480","SÃO FIDÉLIS","RJ","12/2020","89.09"
"330490","SÃO GONÇALO","RJ","12/2020","77.77"
"330500","SÃO JOÃO DA BARRA","RJ","12/2020","82.58"
"330510","SÃO JOÃO DE MERITI","RJ","12/2020","76.63"
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2020","87.62"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","12/2020","77.79"
"330520","SÃO PEDRO DA ALDEIA","RJ","12/2020","83.62"
"330530","SÃO SEBASTIÃO DO ALTO","RJ","12/2020","76.19"
"330540","SAPUCAIA","RJ","12/2020","82.22"
"330550","SAQUAREMA","RJ","12/2020","79.69"
"330555","SEROPÉDICA","RJ","12/2020","88.96"
"330560","SILVA JARDIM","RJ","12/2020","89.01"
"330570","SUMIDOURO","RJ","12/2020","76.53"
"330575","TANGUÁ","RJ","12/2020","74.68"
"330580","TERESÓPOLIS","RJ","12/2020","87.50"
"330590","TRAJANO DE MORAES","RJ","12/2020","78.08"
"330600","TRÊS RIOS","RJ","12/2020","91.60"
"330610","VALENÇA","RJ","12/2020","82.42"
"330615","VARRE-SAI","RJ","12/2020","87.63"
"330620","VASSOURAS","RJ","12/2020","85.77"
"330630","VOLTA REDONDA","RJ","12/2020","84.28"
"240010","ACARI","RN","12/2020","88.28"
"240020","AÇU","RN","12/2020","84.74"
"240030","AFONSO BEZERRA","RN","12/2020","83.23"
"240040","ÁGUA NOVA","RN","12/2020","88.78"
"240050","ALEXANDRIA","RN","12/2020","81.34"
"240060","ALMINO AFONSO","RN","12/2020","82.38"
"240070","ALTO DO RODRIGUES","RN","12/2020","84.44"
"240080","ANGICOS","RN","12/2020","88.80"
"240090","ANTÔNIO MARTINS","RN","12/2020","83.38"
"240100","APODI","RN","12/2020","85.01"
"240110","AREIA BRANCA","RN","12/2020","88.97"
"240120","ARÊS","RN","12/2020","85.88"
"240130","AUGUSTO SEVERO","RN","12/2020","85.37"
"240140","BAÍA FORMOSA","RN","12/2020","74.87"
"240145","BARAÚNA","RN","12/2020","89.83"
"240150","BARCELONA","RN","12/2020","87.16"
"240160","BENTO FERNANDES","RN","12/2020","91.13"
"240165","BODÓ","RN","12/2020","95.75"
"240170","BOM JESUS","RN","12/2020","80.99"
"240180","BREJINHO","RN","12/2020","81.33"
"240185","CAIÇARA DO NORTE","RN","12/2020","82.79"
"240190","CAIÇARA DO RIO DO VENTO","RN","12/2020","79.91"
"240200","CAICÓ","RN","12/2020","82.03"
"240210","CAMPO REDONDO","RN","12/2020","92.17"
"240220","CANGUARETAMA","RN","12/2020","91.83"
"240230","CARAÚBAS","RN","12/2020","79.69"
"240240","CARNAÚBA DOS DANTAS","RN","12/2020","93.66"
"240250","CARNAUBAIS","RN","12/2020","86.80"
"240260","CEARÁ-MIRIM","RN","12/2020","84.93"
"240270","CERRO CORÁ","RN","12/2020","95.57"
"240280","CORONEL EZEQUIEL","RN","12/2020","83.61"
"240290","CORONEL JOÃO PESSOA","RN","12/2020","90.42"
"240300","CRUZETA","RN","12/2020","82.27"
"240310","CURRAIS NOVOS","RN","12/2020","82.58"
"240320","DOUTOR SEVERIANO","RN","12/2020","96.89"
"240325","PARNAMIRIM","RN","12/2020","86.04"
"240330","ENCANTO","RN","12/2020","94.05"
"240340","EQUADOR","RN","12/2020","80.84"
"240350","ESPÍRITO SANTO","RN","12/2020","79.57"
"240360","EXTREMOZ","RN","12/2020","84.31"
"240370","FELIPE GUERRA","RN","12/2020","78.28"
"240375","FERNANDO PEDROZA","RN","12/2020","83.71"
"240380","FLORÂNIA","RN","12/2020","88.98"
"240390","FRANCISCO DANTAS","RN","12/2020","93.05"
"240400","FRUTUOSO GOMES","RN","12/2020","94.69"
"240410","GALINHOS","RN","12/2020","85.06"
"240420","GOIANINHA","RN","12/2020","76.74"
"240430","GOVERNADOR DIX-SEPT ROSADO","RN","12/2020","79.40"
"240440","GROSSOS","RN","12/2020","74.95"
"240450","GUAMARÉ","RN","12/2020","90.23"
"240460","IELMO MARINHO","RN","12/2020","81.35"
"240470","IPANGUAÇU","RN","12/2020","94.41"
"240480","IPUEIRA","RN","12/2020","80.25"
"240485","ITAJÁ","RN","12/2020","86.58"
"240490","ITAÚ","RN","12/2020","89.65"
"240500","JAÇANÃ","RN","12/2020","85.25"
"240510","JANDAÍRA","RN","12/2020","85.40"
"240520","JANDUÍS","RN","12/2020","90.31"
"240530","JANUÁRIO CICCO","RN","12/2020","83.06"
"240540","JAPI","RN","12/2020","93.95"
"240550","JARDIM DE ANGICOS","RN","12/2020","85.96"
"240560","JARDIM DE PIRANHAS","RN","12/2020","79.18"
"240570","JARDIM DO SERIDÓ","RN","12/2020","83.86"
"240580","JOÃO CÂMARA","RN","12/2020","87.59"
"240590","JOÃO DIAS","RN","12/2020","91.31"
"240600","JOSÉ DA PENHA","RN","12/2020","91.32"
"240610","JUCURUTU","RN","12/2020","79.94"
"240615","JUNDIÁ","RN","12/2020","85.36"
"240620","LAGOA DANTA","RN","12/2020","80.42"
"240630","LAGOA DE PEDRAS","RN","12/2020","85.40"
"240640","LAGOA DE VELHOS","RN","12/2020","89.83"
"240650","LAGOA NOVA","RN","12/2020","87.43"
"240660","LAGOA SALGADA","RN","12/2020","80.53"
"240670","LAJES","RN","12/2020","85.43"
"240680","LAJES PINTADAS","RN","12/2020","92.31"
"240690","LUCRÉCIA","RN","12/2020","85.95"
"240700","LUÍS GOMES","RN","12/2020","80.37"
"240710","MACAÍBA","RN","12/2020","87.20"
"240720","MACAU","RN","12/2020","77.91"
"240725","MAJOR SALES","RN","12/2020","79.88"
"240730","MARCELINO VIEIRA","RN","12/2020","89.35"
"240740","MARTINS","RN","12/2020","75.72"
"240750","MAXARANGUAPE","RN","12/2020","83.66"
"240760","MESSIAS TARGINO","RN","12/2020","90.92"
"240770","MONTANHAS","RN","12/2020","86.99"
"240780","MONTE ALEGRE","RN","12/2020","78.39"
"240790","MONTE DAS GAMELEIRAS","RN","12/2020","85.02"
"240800","MOSSORÓ","RN","12/2020","82.72"
"240810","NATAL","RN","12/2020","82.28"
"240820","NÍSIA FLORESTA","RN","12/2020","86.69"
"240830","NOVA CRUZ","RN","12/2020","86.69"
"240840","OLHO DÁGUA DO BORGES","RN","12/2020","88.64"
"240850","OURO BRANCO","RN","12/2020","87.18"
"240860","PARANÁ","RN","12/2020","92.60"
"240870","PARAÚ","RN","12/2020","92.20"
"240880","PARAZINHO","RN","12/2020","81.65"
"240890","PARELHAS","RN","12/2020","80.86"
"240895","RIO DO FOGO","RN","12/2020","76.79"
"240910","PASSA E FICA","RN","12/2020","86.29"
"240920","PASSAGEM","RN","12/2020","77.33"
"240930","PATU","RN","12/2020","85.56"
"240933","SANTA MARIA","RN","12/2020","81.26"
"240940","PAU DOS FERROS","RN","12/2020","85.39"
"240950","PEDRA GRANDE","RN","12/2020","82.87"
"240960","PEDRA PRETA","RN","12/2020","68.47"
"240970","PEDRO AVELINO","RN","12/2020","81.83"
"240980","PEDRO VELHO","RN","12/2020","86.11"
"240990","PENDÊNCIAS","RN","12/2020","81.38"
"241000","PILÕES","RN","12/2020","88.85"
"241010","POÇO BRANCO","RN","12/2020","84.36"
"241020","PORTALEGRE","RN","12/2020","91.60"
"241025","PORTO DO MANGUE","RN","12/2020","98.90"
"241030","SERRA CAIADA","RN","12/2020","87.07"
"241040","PUREZA","RN","12/2020","89.93"
"241050","RAFAEL FERNANDES","RN","12/2020","91.65"
