"Código","Unidade Territorial","UF","Referência","Famílias beneficiárias do Programa Bolsa Família"
"412395","SANTA MÔNICA","PR","10/2019","199"
"412400","SANTANA DO ITARARÉ","PR","10/2019","235"
"412402","SANTA TEREZA DO OESTE","PR","10/2019","277"
"412405","SANTA TEREZINHA DE ITAIPU","PR","10/2019","394"
"412410","SANTO ANTÔNIO DA PLATINA","PR","10/2019","1614"
"412420","SANTO ANTÔNIO DO CAIUÁ","PR","10/2019","125"
"412430","SANTO ANTÔNIO DO PARAÍSO","PR","10/2019","139"
"412440","SANTO ANTÔNIO DO SUDOESTE","PR","10/2019","577"
"412450","SANTO INÁCIO","PR","10/2019","54"
"412460","SÃO CARLOS DO IVAÍ","PR","10/2019","379"
"412470","SÃO JERÔNIMO DA SERRA","PR","10/2019","528"
"412480","SÃO JOÃO","PR","10/2019","202"
"412490","SÃO JOÃO DO CAIUÁ","PR","10/2019","515"
"412500","SÃO JOÃO DO IVAÍ","PR","10/2019","473"
"412510","SÃO JOÃO DO TRIUNFO","PR","10/2019","404"
"412520","SÃO JORGE DOESTE","PR","10/2019","146"
"412530","SÃO JORGE DO IVAÍ","PR","10/2019","146"
"412535","SÃO JORGE DO PATROCÍNIO","PR","10/2019","180"
"412540","SÃO JOSÉ DA BOA VISTA","PR","10/2019","331"
"412545","SÃO JOSÉ DAS PALMEIRAS","PR","10/2019","153"
"412550","SÃO JOSÉ DOS PINHAIS","PR","10/2019","7674"
"412555","SÃO MANOEL DO PARANÁ","PR","10/2019","46"
"412560","SÃO MATEUS DO SUL","PR","10/2019","1432"
"412570","SÃO MIGUEL DO IGUAÇU","PR","10/2019","642"
"412575","SÃO PEDRO DO IGUAÇU","PR","10/2019","403"
"412580","SÃO PEDRO DO IVAÍ","PR","10/2019","452"
"412590","SÃO PEDRO DO PARANÁ","PR","10/2019","62"
"412600","SÃO SEBASTIÃO DA AMOREIRA","PR","10/2019","442"
"412610","SÃO TOMÉ","PR","10/2019","222"
"412620","SAPOPEMA","PR","10/2019","360"
"412625","SARANDI","PR","10/2019","763"
"412627","SAUDADE DO IGUAÇU","PR","10/2019","261"
"412630","SENGÉS","PR","10/2019","864"
"412635","SERRANÓPOLIS DO IGUAÇU","PR","10/2019","84"
"412640","SERTANEJA","PR","10/2019","178"
"412650","SERTANÓPOLIS","PR","10/2019","511"
"412660","SIQUEIRA CAMPOS","PR","10/2019","552"
"412665","SULINA","PR","10/2019","125"
"412667","TAMARANA","PR","10/2019","607"
"412670","TAMBOARA","PR","10/2019","196"
"412680","TAPEJARA","PR","10/2019","476"
"412690","TAPIRA","PR","10/2019","276"
"412700","TEIXEIRA SOARES","PR","10/2019","856"
"412710","TELÊMACO BORBA","PR","10/2019","1594"
"412720","TERRA BOA","PR","10/2019","255"
"412730","TERRA RICA","PR","10/2019","443"
"412740","TERRA ROXA","PR","10/2019","332"
"412750","TIBAGI","PR","10/2019","1966"
"412760","TIJUCAS DO SUL","PR","10/2019","1373"
"412770","TOLEDO","PR","10/2019","1329"
"412780","TOMAZINA","PR","10/2019","441"
"412785","TRÊS BARRAS DO PARANÁ","PR","10/2019","750"
"412788","TUNAS DO PARANÁ","PR","10/2019","559"
"412790","TUNEIRAS DO OESTE","PR","10/2019","262"
"412795","TUPÃSSI","PR","10/2019","198"
"412796","TURVO","PR","10/2019","798"
"412800","UBIRATÃ","PR","10/2019","964"
"412810","UMUARAMA","PR","10/2019","2360"
"412820","UNIÃO DA VITÓRIA","PR","10/2019","1894"
"412830","UNIFLOR","PR","10/2019","56"
"412840","URAÍ","PR","10/2019","522"
"412850","WENCESLAU BRAZ","PR","10/2019","873"
"412853","VENTANIA","PR","10/2019","649"
"412855","VERA CRUZ DO OESTE","PR","10/2019","276"
"412860","VERÊ","PR","10/2019","222"
"412862","ALTO PARAÍSO","PR","10/2019","203"
"412863","DOUTOR ULYSSES","PR","10/2019","779"
"412865","VIRMOND","PR","10/2019","216"
"412870","VITORINO","PR","10/2019","229"
"412880","XAMBRÊ","PR","10/2019","136"
"330010","ANGRA DOS REIS","RJ","10/2019","9558"
"330015","APERIBÉ","RJ","10/2019","624"
"330020","ARARUAMA","RJ","10/2019","11540"
"330022","AREAL","RJ","10/2019","867"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2019","1594"
"330025","ARRAIAL DO CABO","RJ","10/2019","1349"
"330030","BARRA DO PIRAÍ","RJ","10/2019","4321"
"330040","BARRA MANSA","RJ","10/2019","6444"
"330045","BELFORD ROXO","RJ","10/2019","47224"
"330050","BOM JARDIM","RJ","10/2019","940"
"330060","BOM JESUS DO ITABAPOANA","RJ","10/2019","2151"
"330070","CABO FRIO","RJ","10/2019","9209"
"330080","CACHOEIRAS DE MACACU","RJ","10/2019","4977"
"330090","CAMBUCI","RJ","10/2019","1286"
"330093","CARAPEBUS","RJ","10/2019","1069"
"330095","COMENDADOR LEVY GASPARIAN","RJ","10/2019","460"
"330100","CAMPOS DOS GOYTACAZES","RJ","10/2019","39435"
"330110","CANTAGALO","RJ","10/2019","942"
"330115","CARDOSO MOREIRA","RJ","10/2019","980"
"330120","CARMO","RJ","10/2019","1659"
"330130","CASIMIRO DE ABREU","RJ","10/2019","1767"
"330140","CONCEIÇÃO DE MACABU","RJ","10/2019","1803"
"330150","CORDEIRO","RJ","10/2019","838"
"330160","DUAS BARRAS","RJ","10/2019","572"
"330170","DUQUE DE CAXIAS","RJ","10/2019","49368"
"330180","ENGENHEIRO PAULO DE FRONTIN","RJ","10/2019","919"
"330185","GUAPIMIRIM","RJ","10/2019","5272"
"330187","IGUABA GRANDE","RJ","10/2019","1768"
"330190","ITABORAÍ","RJ","10/2019","18834"
"330200","ITAGUAÍ","RJ","10/2019","8064"
"330205","ITALVA","RJ","10/2019","974"
"330210","ITAOCARA","RJ","10/2019","1251"
"330220","ITAPERUNA","RJ","10/2019","3358"
"330225","ITATIAIA","RJ","10/2019","1480"
"330227","JAPERI","RJ","10/2019","9961"
"330230","LAJE DO MURIAÉ","RJ","10/2019","776"
"330240","MACAÉ","RJ","10/2019","11043"
"330245","MACUCO","RJ","10/2019","443"
"330250","MAGÉ","RJ","10/2019","17724"
"330260","MANGARATIBA","RJ","10/2019","1680"
"330270","MARICÁ","RJ","10/2019","6699"
"330280","MENDES","RJ","10/2019","989"
"330285","MESQUITA","RJ","10/2019","11394"
"330290","MIGUEL PEREIRA","RJ","10/2019","1808"
"330300","MIRACEMA","RJ","10/2019","2468"
"330310","NATIVIDADE","RJ","10/2019","1047"
"330320","NILÓPOLIS","RJ","10/2019","7862"
"330330","NITERÓI","RJ","10/2019","15774"
"330340","NOVA FRIBURGO","RJ","10/2019","5048"
"330350","NOVA IGUAÇU","RJ","10/2019","65781"
"330360","PARACAMBI","RJ","10/2019","4714"
"330370","PARAÍBA DO SUL","RJ","10/2019","1769"
"330380","PARATY","RJ","10/2019","1865"
"330385","PATY DO ALFERES","RJ","10/2019","1918"
"330390","PETRÓPOLIS","RJ","10/2019","9992"
"330395","PINHEIRAL","RJ","10/2019","1644"
"330400","PIRAÍ","RJ","10/2019","1804"
"330410","PORCIÚNCULA","RJ","10/2019","1091"
"330411","PORTO REAL","RJ","10/2019","1374"
"330412","QUATIS","RJ","10/2019","705"
"330414","QUEIMADOS","RJ","10/2019","11862"
"330415","QUISSAMÃ","RJ","10/2019","1695"
"330420","RESENDE","RJ","10/2019","3064"
"330430","RIO BONITO","RJ","10/2019","5266"
"330440","RIO CLARO","RJ","10/2019","938"
"330450","RIO DAS FLORES","RJ","10/2019","560"
"330452","RIO DAS OSTRAS","RJ","10/2019","6874"
"330455","RIO DE JANEIRO","RJ","10/2019","241161"
"330460","SANTA MARIA MADALENA","RJ","10/2019","514"
"330470","SANTO ANTÔNIO DE PÁDUA","RJ","10/2019","1655"
"330475","SÃO FRANCISCO DE ITABAPOANA","RJ","10/2019","4949"
"330480","SÃO FIDÉLIS","RJ","10/2019","3212"
"330490","SÃO GONÇALO","RJ","10/2019","57559"
"330500","SÃO JOÃO DA BARRA","RJ","10/2019","3617"
"330510","SÃO JOÃO DE MERITI","RJ","10/2019","16407"
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2019","566"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","10/2019","1095"
"330520","SÃO PEDRO DA ALDEIA","RJ","10/2019","5034"
"330530","SÃO SEBASTIÃO DO ALTO","RJ","10/2019","658"
"330540","SAPUCAIA","RJ","10/2019","1040"
"330550","SAQUAREMA","RJ","10/2019","3380"
"330555","SEROPÉDICA","RJ","10/2019","8474"
"330560","SILVA JARDIM","RJ","10/2019","2132"
"330570","SUMIDOURO","RJ","10/2019","1502"
"330575","TANGUÁ","RJ","10/2019","3301"
"330580","TERESÓPOLIS","RJ","10/2019","5667"
"330590","TRAJANO DE MORAES","RJ","10/2019","821"
"330600","TRÊS RIOS","RJ","10/2019","5128"
"330610","VALENÇA","RJ","10/2019","4843"
"330615","VARRE-SAI","RJ","10/2019","1059"
"330620","VASSOURAS","RJ","10/2019","1558"
"330630","VOLTA REDONDA","RJ","10/2019","11420"
"240010","ACARI","RN","10/2019","1195"
"240020","AÇU","RN","10/2019","6606"
"240030","AFONSO BEZERRA","RN","10/2019","1985"
"240040","ÁGUA NOVA","RN","10/2019","442"
"240050","ALEXANDRIA","RN","10/2019","1849"
"240060","ALMINO AFONSO","RN","10/2019","886"
"240070","ALTO DO RODRIGUES","RN","10/2019","1370"
"240080","ANGICOS","RN","10/2019","1720"
"240090","ANTÔNIO MARTINS","RN","10/2019","1410"
"240100","APODI","RN","10/2019","5574"
"240110","AREIA BRANCA","RN","10/2019","2414"
"240120","ARÊS","RN","10/2019","1709"
"240130","AUGUSTO SEVERO","RN","10/2019","2606"
"240140","BAÍA FORMOSA","RN","10/2019","1078"
"240145","BARAÚNA","RN","10/2019","3377"
"240150","BARCELONA","RN","10/2019","633"
"240160","BENTO FERNANDES","RN","10/2019","880"
"240165","BODÓ","RN","10/2019","601"
"240170","BOM JESUS","RN","10/2019","1353"
"240180","BREJINHO","RN","10/2019","1436"
"240185","CAIÇARA DO NORTE","RN","10/2019","889"
"240190","CAIÇARA DO RIO DO VENTO","RN","10/2019","689"
"240200","CAICÓ","RN","10/2019","4973"
"240210","CAMPO REDONDO","RN","10/2019","2049"
"240220","CANGUARETAMA","RN","10/2019","4917"
"240230","CARAÚBAS","RN","10/2019","3532"
"240240","CARNAÚBA DOS DANTAS","RN","10/2019","380"
"240250","CARNAUBAIS","RN","10/2019","1981"
"240260","CEARÁ-MIRIM","RN","10/2019","7776"
"240270","CERRO CORÁ","RN","10/2019","1470"
"240280","CORONEL EZEQUIEL","RN","10/2019","1078"
"240290","CORONEL JOÃO PESSOA","RN","10/2019","675"
"240300","CRUZETA","RN","10/2019","976"
"240310","CURRAIS NOVOS","RN","10/2019","3951"
"240320","DOUTOR SEVERIANO","RN","10/2019","1082"
"240325","PARNAMIRIM","RN","10/2019","10806"
"240330","ENCANTO","RN","10/2019","844"
"240340","EQUADOR","RN","10/2019","1160"
"240350","ESPÍRITO SANTO","RN","10/2019","1592"
"240360","EXTREMOZ","RN","10/2019","4697"
"240370","FELIPE GUERRA","RN","10/2019","924"
"240375","FERNANDO PEDROZA","RN","10/2019","556"
"240380","FLORÂNIA","RN","10/2019","1024"
"240390","FRANCISCO DANTAS","RN","10/2019","408"
"240400","FRUTUOSO GOMES","RN","10/2019","783"
"240410","GALINHOS","RN","10/2019","272"
"240420","GOIANINHA","RN","10/2019","2465"
"240430","GOVERNADOR DIX-SEPT ROSADO","RN","10/2019","1970"
"240440","GROSSOS","RN","10/2019","1571"
"240450","GUAMARÉ","RN","10/2019","2027"
"240460","IELMO MARINHO","RN","10/2019","2011"
"240470","IPANGUAÇU","RN","10/2019","1579"
"240480","IPUEIRA","RN","10/2019","186"
"240485","ITAJÁ","RN","10/2019","1187"
"240490","ITAÚ","RN","10/2019","1033"
"240500","JAÇANÃ","RN","10/2019","1513"
"240510","JANDAÍRA","RN","10/2019","1151"
"240520","JANDUÍS","RN","10/2019","824"
"240530","JANUÁRIO CICCO","RN","10/2019","1424"
"240540","JAPI","RN","10/2019","1599"
"240550","JARDIM DE ANGICOS","RN","10/2019","483"
"240560","JARDIM DE PIRANHAS","RN","10/2019","2037"
"240570","JARDIM DO SERIDÓ","RN","10/2019","903"
"240580","JOÃO CÂMARA","RN","10/2019","5724"
"240590","JOÃO DIAS","RN","10/2019","424"
"240600","JOSÉ DA PENHA","RN","10/2019","846"
"240610","JUCURUTU","RN","10/2019","2551"
"240615","JUNDIÁ","RN","10/2019","599"
"240620","LAGOA DANTA","RN","10/2019","1200"
"240630","LAGOA DE PEDRAS","RN","10/2019","1299"
"240640","LAGOA DE VELHOS","RN","10/2019","531"
"240650","LAGOA NOVA","RN","10/2019","2525"
"240660","LAGOA SALGADA","RN","10/2019","2271"
"240670","LAJES","RN","10/2019","1241"
"240680","LAJES PINTADAS","RN","10/2019","915"
"240690","LUCRÉCIA","RN","10/2019","558"
"240700","LUÍS GOMES","RN","10/2019","1465"
"240710","MACAÍBA","RN","10/2019","8539"
"240720","MACAU","RN","10/2019","3074"
"240725","MAJOR SALES","RN","10/2019","560"
"240730","MARCELINO VIEIRA","RN","10/2019","1323"
"240740","MARTINS","RN","10/2019","1014"
"240750","MAXARANGUAPE","RN","10/2019","1075"
"240760","MESSIAS TARGINO","RN","10/2019","790"
"240770","MONTANHAS","RN","10/2019","2065"
"240780","MONTE ALEGRE","RN","10/2019","2542"
"240790","MONTE DAS GAMELEIRAS","RN","10/2019","484"
"240800","MOSSORÓ","RN","10/2019","18341"
"240810","NATAL","RN","10/2019","44181"
"240820","NÍSIA FLORESTA","RN","10/2019","3075"
"240830","NOVA CRUZ","RN","10/2019","6183"
"240840","OLHO DÁGUA DO BORGES","RN","10/2019","602"
"240850","OURO BRANCO","RN","10/2019","493"
"240860","PARANÁ","RN","10/2019","624"
"240870","PARAÚ","RN","10/2019","572"
"240880","PARAZINHO","RN","10/2019","849"
"240890","PARELHAS","RN","10/2019","1913"
"240895","RIO DO FOGO","RN","10/2019","1974"
"240910","PASSA E FICA","RN","10/2019","2127"
"240920","PASSAGEM","RN","10/2019","385"
"240930","PATU","RN","10/2019","2226"
"240933","SANTA MARIA","RN","10/2019","1167"
"240940","PAU DOS FERROS","RN","10/2019","3226"
"240950","PEDRA GRANDE","RN","10/2019","646"
"240960","PEDRA PRETA","RN","10/2019","457"
"240970","PEDRO AVELINO","RN","10/2019","1159"
"240980","PEDRO VELHO","RN","10/2019","2152"
"240990","PENDÊNCIAS","RN","10/2019","1583"
"241000","PILÕES","RN","10/2019","488"
"241010","POÇO BRANCO","RN","10/2019","1864"
"241020","PORTALEGRE","RN","10/2019","973"
"241025","PORTO DO MANGUE","RN","10/2019","978"
"241030","SERRA CAIADA","RN","10/2019","1386"
"241040","PUREZA","RN","10/2019","1537"
"241050","RAFAEL FERNANDES","RN","10/2019","796"
"241060","RAFAEL GODEIRO","RN","10/2019","433"
"241070","RIACHO DA CRUZ","RN","10/2019","415"
"241080","RIACHO DE SANTANA","RN","10/2019","574"
"241090","RIACHUELO","RN","10/2019","1253"
"241100","RODOLFO FERNANDES","RN","10/2019","604"
"241105","TIBAU","RN","10/2019","389"
"241110","RUY BARBOSA","RN","10/2019","469"
"241120","SANTA CRUZ","RN","10/2019","4135"
"241140","SANTANA DO MATOS","RN","10/2019","1841"
"241142","SANTANA DO SERIDÓ","RN","10/2019","319"
"241150","SANTO ANTÔNIO","RN","10/2019","4075"
"241160","SÃO BENTO DO NORTE","RN","10/2019","490"
"241170","SÃO BENTO DO TRAIRÍ","RN","10/2019","884"
"241180","SÃO FERNANDO","RN","10/2019","441"
"241190","SÃO FRANCISCO DO OESTE","RN","10/2019","594"
"241200","SÃO GONÇALO DO AMARANTE","RN","10/2019","9751"
"241210","SÃO JOÃO DO SABUGI","RN","10/2019","614"
"241220","SÃO JOSÉ DE MIPIBU","RN","10/2019","4473"
"241230","SÃO JOSÉ DO CAMPESTRE","RN","10/2019","2042"
"241240","SÃO JOSÉ DO SERIDÓ","RN","10/2019","328"
"241250","SÃO MIGUEL","RN","10/2019","3016"
"241255","SÃO MIGUEL DO GOSTOSO","RN","10/2019","1247"
"241260","SÃO PAULO DO POTENGI","RN","10/2019","2763"
"241270","SÃO PEDRO","RN","10/2019","1033"
"241280","SÃO RAFAEL","RN","10/2019","1488"
"241290","SÃO TOMÉ","RN","10/2019","1990"
"241300","SÃO VICENTE","RN","10/2019","729"
"241310","SENADOR ELÓI DE SOUZA","RN","10/2019","1398"
"241320","SENADOR GEORGINO AVELINO","RN","10/2019","520"
"241330","SERRA DE SÃO BENTO","RN","10/2019","1089"
"241335","SERRA DO MEL","RN","10/2019","2140"
"241340","SERRA NEGRA DO NORTE","RN","10/2019","639"
"241350","SERRINHA","RN","10/2019","1312"
"241355","SERRINHA DOS PINTOS","RN","10/2019","787"
"241360","SEVERIANO MELO","RN","10/2019","1043"
"241370","SÍTIO NOVO","RN","10/2019","688"
"241380","TABOLEIRO GRANDE","RN","10/2019","279"
"241390","TAIPU","RN","10/2019","1859"
"241400","TANGARÁ","RN","10/2019","2451"
"241410","TENENTE ANANIAS","RN","10/2019","1234"
"241415","TENENTE LAURENTINO CRUZ","RN","10/2019","952"
"241420","TIBAU DO SUL","RN","10/2019","1103"
"241430","TIMBAÚBA DOS BATISTAS","RN","10/2019","229"
"241440","TOUROS","RN","10/2019","4971"
"241445","TRIUNFO POTIGUAR","RN","10/2019","829"
"241450","UMARIZAL","RN","10/2019","1681"
"241460","UPANEMA","RN","10/2019","2063"
"241470","VÁRZEA","RN","10/2019","863"
"241475","VENHA-VER","RN","10/2019","616"
"241480","VERA CRUZ","RN","10/2019","1286"
"241490","VIÇOSA","RN","10/2019","336"
"241500","VILA FLOR","RN","10/2019","588"
"110001","ALTA FLORESTA DOESTE","RO","10/2019","1435"
"110002","ARIQUEMES","RO","10/2019","3506"
"110003","CABIXI","RO","10/2019","173"
"110004","CACOAL","RO","10/2019","2460"
"110005","CEREJEIRAS","RO","10/2019","641"
"110006","COLORADO DO OESTE","RO","10/2019","324"
"110007","CORUMBIARA","RO","10/2019","387"
"110008","COSTA MARQUES","RO","10/2019","1637"
"110009","ESPIGÃO DOESTE","RO","10/2019","1331"
"110010","GUAJARÁ-MIRIM","RO","10/2019","2961"
"110011","JARU","RO","10/2019","1980"
"110012","JI-PARANÁ","RO","10/2019","2083"
"110013","MACHADINHO DOESTE","RO","10/2019","1773"
"110014","NOVA BRASILÂNDIA DOESTE","RO","10/2019","1312"
"110015","OURO PRETO DO OESTE","RO","10/2019","873"
"110018","PIMENTA BUENO","RO","10/2019","780"
"110020","PORTO VELHO","RO","10/2019","23775"
"110025","PRESIDENTE MÉDICI","RO","10/2019","1607"
"110026","RIO CRESPO","RO","10/2019","147"
"110028","ROLIM DE MOURA","RO","10/2019","1302"
"110029","SANTA LUZIA DOESTE","RO","10/2019","388"
"110030","VILHENA","RO","10/2019","2733"
"110032","SÃO MIGUEL DO GUAPORÉ","RO","10/2019","771"
"110033","NOVA MAMORÉ","RO","10/2019","1230"
"110034","ALVORADA DOESTE","RO","10/2019","1215"
"110037","ALTO ALEGRE DOS PARECIS","RO","10/2019","700"
"110040","ALTO PARAÍSO","RO","10/2019","1009"
"110045","BURITIS","RO","10/2019","1908"
"110050","NOVO HORIZONTE DO OESTE","RO","10/2019","609"
"110060","CACAULÂNDIA","RO","10/2019","213"
"110070","CAMPO NOVO DE RONDÔNIA","RO","10/2019","564"
"110080","CANDEIAS DO JAMARI","RO","10/2019","2782"
"110090","CASTANHEIRAS","RO","10/2019","198"
"110092","CHUPINGUAIA","RO","10/2019","435"
"110094","CUJUBIM","RO","10/2019","1071"
"110100","GOVERNADOR JORGE TEIXEIRA","RO","10/2019","793"
"110110","ITAPUÃ DO OESTE","RO","10/2019","546"
"110120","MINISTRO ANDREAZZA","RO","10/2019","429"
"110130","MIRANTE DA SERRA","RO","10/2019","711"
"110140","MONTE NEGRO","RO","10/2019","556"
"110143","NOVA UNIÃO","RO","10/2019","333"
"110145","PARECIS","RO","10/2019","241"
"110146","PIMENTEIRAS DO OESTE","RO","10/2019","163"
"110147","PRIMAVERA DE RONDÔNIA","RO","10/2019","162"
"110148","SÃO FELIPE DOESTE","RO","10/2019","122"
"110149","SÃO FRANCISCO DO GUAPORÉ","RO","10/2019","905"
"110150","SERINGUEIRAS","RO","10/2019","812"
"110155","TEIXEIRÓPOLIS","RO","10/2019","228"
"110160","THEOBROMA","RO","10/2019","487"
"110170","URUPÁ","RO","10/2019","771"
"110175","VALE DO ANARI","RO","10/2019","606"
"110180","VALE DO PARAÍSO","RO","10/2019","477"
"140002","AMAJARI","RR","10/2019","1413"
"140005","ALTO ALEGRE","RR","10/2019","2190"
"140010","BOA VISTA","RR","10/2019","18001"
"140015","BONFIM","RR","10/2019","2360"
"140017","CANTÁ","RR","10/2019","2508"
"140020","CARACARAÍ","RR","10/2019","3267"
"140023","CAROEBE","RR","10/2019","1396"
"140028","IRACEMA","RR","10/2019","1326"
"140030","MUCAJAÍ","RR","10/2019","3434"
"140040","NORMANDIA","RR","10/2019","1862"
"140045","PACARAIMA","RR","10/2019","1544"
"140047","RORAINÓPOLIS","RR","10/2019","3232"
"140050","SÃO JOÃO DA BALIZA","RR","10/2019","831"
"140060","SÃO LUIZ","RR","10/2019","974"
"140070","UIRAMUTÃ","RR","10/2019","1387"
"430003","ACEGUÁ","RS","10/2019","169"
"430005","ÁGUA SANTA","RS","10/2019","80"
"430010","AGUDO","RS","10/2019","837"
"430020","AJURICABA","RS","10/2019","269"
"430030","ALECRIM","RS","10/2019","245"
"430040","ALEGRETE","RS","10/2019","1493"
"430045","ALEGRIA","RS","10/2019","214"
"430047","ALMIRANTE TAMANDARÉ DO SUL","RS","10/2019","34"
"430050","ALPESTRE","RS","10/2019","179"
"430055","ALTO ALEGRE","RS","10/2019","63"
"430057","ALTO FELIZ","RS","10/2019","11"
"430060","ALVORADA","RS","10/2019","6148"
"430063","AMARAL FERRADOR","RS","10/2019","425"
"430064","AMETISTA DO SUL","RS","10/2019","392"
"430066","ANDRÉ DA ROCHA","RS","10/2019","47"
"430070","ANTA GORDA","RS","10/2019","21"
"430080","ANTÔNIO PRADO","RS","10/2019","200"
"430085","ARAMBARÉ","RS","10/2019","235"
"430087","ARARICÁ","RS","10/2019","164"
"430090","ARATIBA","RS","10/2019","55"
"430100","ARROIO DO MEIO","RS","10/2019","127"
"430105","ARROIO DO SAL","RS","10/2019","288"
"430107","ARROIO DO PADRE","RS","10/2019","36"
"430110","ARROIO DOS RATOS","RS","10/2019","899"
"430120","ARROIO DO TIGRE","RS","10/2019","415"
"430130","ARROIO GRANDE","RS","10/2019","985"
"430140","ARVOREZINHA","RS","10/2019","289"
"430150","AUGUSTO PESTANA","RS","10/2019","133"
"430155","ÁUREA","RS","10/2019","36"
"430160","BAGÉ","RS","10/2019","7036"
"430163","BALNEÁRIO PINHAL","RS","10/2019","1003"
"430165","BARÃO","RS","10/2019","16"
"430170","BARÃO DE COTEGIPE","RS","10/2019","103"
"430175","BARÃO DO TRIUNFO","RS","10/2019","328"
"430180","BARRACÃO","RS","10/2019","312"
"430185","BARRA DO GUARITA","RS","10/2019","106"
"430187","BARRA DO QUARAÍ","RS","10/2019","229"
"430190","BARRA DO RIBEIRO","RS","10/2019","570"
"430192","BARRA DO RIO AZUL","RS","10/2019","11"
"430195","BARRA FUNDA","RS","10/2019","8"
"430200","BARROS CASSAL","RS","10/2019","486"
"430205","BENJAMIN CONSTANT DO SUL","RS","10/2019","305"
"430210","BENTO GONÇALVES","RS","10/2019","1002"
"430215","BOA VISTA DAS MISSÕES","RS","10/2019","89"
"430220","BOA VISTA DO BURICÁ","RS","10/2019","62"
"430222","BOA VISTA DO CADEADO","RS","10/2019","60"
"430223","BOA VISTA DO INCRA","RS","10/2019","102"
"430225","BOA VISTA DO SUL","RS","10/2019","7"
"430230","BOM JESUS","RS","10/2019","919"
"430235","BOM PRINCÍPIO","RS","10/2019","60"
"430237","BOM PROGRESSO","RS","10/2019","201"
"430240","BOM RETIRO DO SUL","RS","10/2019","316"
"430245","BOQUEIRÃO DO LEÃO","RS","10/2019","328"
"430250","BOSSOROCA","RS","10/2019","194"
"430258","BOZANO","RS","10/2019","44"
"430260","BRAGA","RS","10/2019","256"
"430265","BROCHIER","RS","10/2019","51"
"430270","BUTIÁ","RS","10/2019","1360"
"430280","CAÇAPAVA DO SUL","RS","10/2019","1751"
"430290","CACEQUI","RS","10/2019","1336"
"430300","CACHOEIRA DO SUL","RS","10/2019","3861"
"430310","CACHOEIRINHA","RS","10/2019","2738"
"430320","CACIQUE DOBLE","RS","10/2019","288"
